source,name,primary_language,all_languages,classification,antipatterns,last_activity,stars_or_commits,forks,description
github:hyperpolymath,Axiom.jl,Julia,"Scheme Julia Nickel Shell Idris Zig C Just Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:55:03Z,2,0,"Julia package: Axiom"
github:hyperpolymath,asdf-tool-plugins,Idris,"Shell Nickel Haskell Zig Idris Scheme Just Dockerfile Rust",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:54:54Z,2,0,"asdf-vm plugins for installing language runtimes and developer tools used across personal projects."
github:hyperpolymath,anvomidaviser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:54:49Z,2,0,"Convert ISU notation to formal figure skating programs via Anvomidav"
github:hyperpolymath,blog-drafts,Just,"Shell Scheme Just Nickel",DONE,NONE,2026-07-09T08:53:54Z,1,0,"Blog post drafts for OU blog"
github:hyperpolymath,bofj-kitt,OCaml,"Dockerfile Shell Nickel Just Dune Haskell Rust Idris Lean Scheme JavaScript Tree-sitter Query TypeScript ReScript Zig OCaml Standard ML CSS Julia Agda Rocq Prover TLA",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:53:41Z,2,0,"Shared Developer Environment Extension Kitt (also known as the SuperChainsaw for the BoJ Server)"
github:hyperpolymath,boinc-boinc,Rust,"JavaScript Elixir Lean Rust Shell Just Nickel Zig Scheme",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:53:36Z,3,0,"Oblibeny BOINC Platform for distributed computing projects"
github:hyperpolymath,bqniser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:53:29Z,2,0,"Detect array patterns and rewrite as optimised BQN primitives"
github:hyperpolymath,chapeliser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:53:10Z,2,0,"General-purpose Chapel acceleration framework — distribute any workload without learning Chapel"
github:hyperpolymath,cloud-sync-tuner,Ada,"Dockerfile Shell Ada Nickel Just Rust Makefile PowerShell Tree-sitter Query Ruby Tcl Nix Zig Scheme",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-09T08:52:50Z,2,0,"Ada TUI for managing rclone cloud mount configurations with rate limiting and SDP security"
github:hyperpolymath,conative-gating,Rust,"Nickel Just Shell Elixir Rust Zig Dockerfile TeX Scheme Idris",DONE,NONE,2026-07-09T08:52:46Z,2,0,"SLM-as-Cerebellum for LLM Policy Enforcement - biologically-inspired GO/NO-GO gating"
github:hyperpolymath,conflow,Rust,"Just Rust Dockerfile Shell Nickel Zig Scheme CUE TLA",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:52:41Z,3,0,"Configuration Flow Orchestrator - intelligently orchestrate CUE  Nickel  and validation workflows"
github:hyperpolymath,ephapaxiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:52:34Z,2,0,"Enforce single-use linear type semantics on resources via Ephapax"
github:hyperpolymath,ensaid-spec,Just,"Shell Scheme Just Nickel",DONE,NONE,2026-07-09T08:52:30Z,2,0,"eNSAID: Environment for NeSy-Agentic Integrated Development — open specification"
github:hyperpolymath,eclexiaiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:52:10Z,2,0,"Add energy/carbon/resource-cost awareness to software via Eclexia"
github:hyperpolymath,echidnabot,Rust,"Dockerfile Shell Scheme Rust Nickel Haskell Solidity Zig Makefile Tcl Idris Rocq Prover Lean Just JavaScript",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:52:03Z,2,0,"ECHIDNA bot — gitbot-fleet member for automated proof orchestration"
github:hyperpolymath,docudactyl,Zig,"Scheme Just Nickel Dockerfile Shell Zig C Cap'n Proto Idris Ada Chapel Julia OCaml Dune",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:51:59Z,3,0,"HPC document extraction engine — Chapel + Zig FFI pipeline for OCR  NER  metadata extraction  and classification"
github:hyperpolymath,dafniser,Idris,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:51:49Z,3,0,"Generate correct-by-construction code for critical functions using Dafny"
github:hyperpolymath,cookie-rebound,Just,"Dockerfile Scheme Nickel Shell Just Idris Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:51:44Z,2,0,"Secure cookie and session credential store with automatic rotation — integrates with Svalinn vault and Vordr policy engine"
github:hyperpolymath,futharkiser,Idris,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:50:53Z,2,0,"Compile annotated array operations to GPU kernels via Futhark"
github:hyperpolymath,frayed-knot-toolkit,Just,"Agda Just Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:50:50Z,2,0,"Agda formalization of Frayed Knot theory — strands  crossings  resolutions  and choreographic interactions of knot structures."
github:hyperpolymath,flatracoon,Elixir,"Just Nickel Shell ReScript Zig Elixir CSS JavaScript HTML Idris Ada C Scheme",MIGRATE,DENO_NOT_BUN,2026-07-09T08:50:46Z,2,0,"Consolidated monorepo"
github:hyperpolymath,ffmpeg-ffi,Zig,"Scheme Zig Rust Idris Shell Just Nickel",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:50:36Z,2,0,"Zig FFI bindings for libffmpeg."
github:hyperpolymath,explicit-trust-plane,Just,"Just Shell Nickel Zig Idris Scheme",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:50:27Z,2,0,"DNS-published cryptographic identity framework"
github:hyperpolymath,ephapax,Rust,"TeX JavaScript Tree-sitter Query Rust Rocq Prover C Zig Idris Just Shell Scheme Makefile Nickel OCaml",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:58Z,2,0,"Dyadic linear+affine type system for compile-time WASM memory safety — no use-after-free  no leaks  region-based allocation. Mechanically proved in Coq and Idris2."
github:hyperpolymath,excel-economic-numbers-tool,Julia,"Dockerfile Just JavaScript Shell Julia ReScript R Rust Nickel Zig HTML Scheme",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:52Z,3,0,"Cross-platform Excel/LibreOffice add-in for economic modeling  data analysis  and investigative research"
github:hyperpolymath,JuliaKids.jl,Julia,"Dockerfile Shell Scheme Nickel Just Zig Julia",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:21Z,2,0,"Julia package: JuliaKids"
github:hyperpolymath,julianiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia C",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:15Z,2,0,"Auto-wrap Python/R data pipelines into Julia for 100x speedups"
github:hyperpolymath,iseriser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,NIF_WITHOUT_SNIF UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:08Z,2,0,"Meta-framework that generates new -iser projects from language descriptions"
github:hyperpolymath,idrisiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:49:03Z,3,0,"Generate proven-correct wrappers from interfaces using Idris2 dependent types"
github:hyperpolymath,hesiod-dns-map,Rust,"Just Scheme Shell Dockerfile Nickel Rust Haskell CUE",CLEAN,UNVERIFIED_RUST,2026-07-09T08:48:34Z,2,0,"Hesiod DNS zone files for FlatRacoon Network Stack"
github:hyperpolymath,halideiser,Idris,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:48:29Z,2,0,"Compile image/video pipelines to optimised Halide schedules"
github:hyperpolymath,infrastructure-automation,TypeScript,"Jinja Just Shell HCL Scheme TypeScript Nickel",MIGRATE,DENO_NOT_BUN,2026-07-09T08:48:02Z,2,0,"SaltStack to Ansible + Terraform migration — local infrastructure management for Fedora Silverblue"
github:hyperpolymath,invariant-path,Rust,"Just Rust Shell Agda",CLEAN,UNVERIFIED_RUST,2026-07-09T08:47:51Z,2,0,"Dual-use claim-grounder (Phase A in progress)"
github:hyperpolymath,InvestigativeJournalist.jl,Julia,"Dockerfile Shell Scheme Nickel Just Zig Julia",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:47:46Z,4,0,"Julia package: InvestigativeJournalist"
github:hyperpolymath,julia-professional-registry,Julia,"Shell Scheme Just Nickel Idris Julia",DONE,NONE,2026-07-09T08:47:35Z,2,0,"Self-hosted Julia package registry for a private/personal package collection."
github:hyperpolymath,k9iser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:47:26Z,2,0,"Wrap configs into self-validating K9 contracts"
github:hyperpolymath,modshells,Ada,"Ada Shell Just Nushell",DONE,NONE,2026-07-09T08:46:48Z,2,0,"Modular shell configuration manager - declarative  idempotent  written in Ada for safety-critical reliability"
github:hyperpolymath,mylangiser,Idris,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:46:46Z,2,0,"Generate progressive-disclosure interfaces from complex APIs via My-Lang"
github:hyperpolymath,my-lang,Rust,"Dockerfile Shell Scheme Just Nickel Zig Roff HTML Rust Rocq Prover Vim Script TeX JavaScript Idris Makefile OCaml",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:46:43Z,2,0,"Nextgen language: my-lang"
github:hyperpolymath,maa-framework,Rust,"Scheme Just Dockerfile Shell Nickel Rust Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:46:24Z,2,1,"Mutually Assured Accountability Framework - hub for MAA  Oblíbený  and Aletheia"
github:hyperpolymath,lustreiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:46:23Z,4,1,"Generate formally verified real-time embedded code via Lustre"
github:hyperpolymath,KnotTheory.jl,Julia,"Nickel Julia Zig Shell Jupyter Notebook Scheme Just",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:46:07Z,2,0,"Julia package: KnotTheory"
github:hyperpolymath,kea,Rust,"Dockerfile Shell Rust Just Scheme Nickel CUE",CLEAN,UNVERIFIED_RUST,2026-07-09T08:46:02Z,2,0,"Kea — DHCP tooling  network resilience  and ecosystem tools"
github:hyperpolymath,k9-rs,Just,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:45:56Z,2,0,"Parser and renderer for K9 self-validating configuration format — Rust library crate"
github:hyperpolymath,protocol-squisher,Rust,"Scheme Just Rust Python Shell Dockerfile Nickel Idris Agda Lean ReScript Zig Elixir jq Rocq Prover Isabelle SMT HTML TeX TLA CUE",MIGRATE,NIF_WITHOUT_SNIF UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:45:28Z,2,0,"Protocol squisher"
github:hyperpolymath,proof-of-work,Rust,"Just Rust Dockerfile Shell Scheme Nickel CSS HTML Idris",CLEAN,UNVERIFIED_RUST,2026-07-09T08:45:22Z,3,0,"A puzzle game where solutions are cryptographically verified - prove your work  literally."
github:hyperpolymath,proof-burrower,OCaml,"Dockerfile Shell Nickel Just Dune Rust Idris Lean Scheme JavaScript Tree-sitter Query TypeScript ReScript Zig OCaml Standard ML CSS Julia Agda Rocq Prover TLA",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:45:16Z,1,0,"Proof Burrower — specialist swarm + Burrow Ledger for proof-goal homing (private)"
github:hyperpolymath,presswerk,Rust,"Scheme Nickel Rust Zig Just Idris Dockerfile Shell",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:45:02Z,3,0,"High-assurance local print router/server — Dioxus 0.7 mobile app with IPP/1.1 server  mDNS printer discovery  document scanning with OCR  encrypted storage  and Idris2 ABI formal verification"
github:hyperpolymath,PRComms.jl,Julia,"Dockerfile Shell Scheme Nickel Just Zig Julia",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:44:57Z,2,0,"Julia package: PRComms"
github:hyperpolymath,PostDisciplinary.jl,Julia,"Dockerfile Shell Scheme Nickel Just Zig Julia",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:44:37Z,2,0,"Julia package: PostDisciplinary"
github:hyperpolymath,polyglot-formalisms-gleam,Gleam,"Scheme Nickel Gleam Shell Just",DONE,NONE,2026-07-09T08:44:23Z,2,0,"Gleam implementation of the PolyglotFormalisms Common Library — semantic equivalence verification across languages."
github:hyperpolymath,patallm-gallery,Rust,"Just Scheme Elixir Shell ReScript Nickel Haskell JavaScript Zig Idris CSS HTML Dockerfile Rust Racket Python Julia",MIGRATE,NIF_WITHOUT_SNIF UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:44:19Z,2,0,"Gallery of LLM patterns and implementations"
github:hyperpolymath,ponyiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:44:14Z,2,0,"Wrap concurrent code in Pony reference capabilities for data-race freedom"
github:hyperpolymath,ochrance-framework,Idris,"Dockerfile Shell Scheme Nickel Just C Idris",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:43:37Z,2,0,"Ochrance — protective security framework"
github:hyperpolymath,nextgen-databases,Rust,"Scheme Gleam Erlang HTML Makefile Shell JavaScript ReScript Zig Just Idris Rust Elixir Julia Nickel Cypher SurrealQL Dockerfile Logtalk CSS TypeScript C PHP Factor Forth Lean TeX VCL Agda TLA",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA VITE_DEBATE,2026-07-09T08:43:17Z,3,0,"Parent repository for equivalence-aware database research — QuandleDB  VeriSimDB  Lithoglyph  Glyphbase  and typed-trace storage experiments"
github:hyperpolymath,phronesiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:43:03Z,2,0,"Add normative ethical constraints to AI agents via Phronesis"
github:hyperpolymath,otpiser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,NIF_WITHOUT_SNIF UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:42:48Z,2,0,"Generate OTP supervision trees and fault-tolerance scaffolding"
github:hyperpolymath,oblibeniser,Rust,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:42:36Z,2,0,"Make operations reversible and auditable via Oblíbený"
github:hyperpolymath,nimiser,Idris,"Dockerfile Shell Scheme Nickel Just Rust Idris Zig Julia",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:42:29Z,2,0,"Generate high-performance C libraries via Nim metaprogramming"
github:hyperpolymath,Skein.jl,Julia,"Scheme Julia Zig C Just Idris Shell Nickel",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:41:31Z,2,0,"Julia package: Skein"
github:hyperpolymath,session-sentinel,Zig,"Dockerfile Shell Scheme Nickel Just Idris Zig TypeScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:41:23Z,2,0,"Multi-AI session health monitor with system tray  self-healing  fault tolerance  and PanLL panel. AffineScript core  Idris2 ABI  Zig FFI."
github:hyperpolymath,vex-tools-archive,Ada,"Just Dockerfile Shell Nickel ReScript Zig Rust Idris Scheme Ada Fluent Roff",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:39:04Z,1,0,"Legacy alias for vexometer (canonical name) — see hyperpolymath/vexometer."
github:hyperpolymath,volumod,Zig,"Scheme JavaScript CSS HTML ReScript Zig Nickel Shell Just Idris C Makefile",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:38:56Z,2,0,"Cross-platform tool for autonomous real-time audio volume and clarity optimization for non-technical users."
github:hyperpolymath,dictask,Haskell,"Dockerfile Shell Scheme Nickel Just HCL Rust Idris Zig C Haskell CUE",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:36:59Z,2,0,"Speech-to-do pipeline: portable recorder → transcription → NLP parsing → prioritised task list"
github:hyperpolymath,contractiles,Just,"Dockerfile Shell Just Nickel Scheme Idris Zig Agda Rocq Prover Lean TLA",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:33:39Z,1,0,""
github:hyperpolymath,cloudguard-cli,Rust,"Dockerfile Shell Scheme Nickel Just Zig Idris Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:33:26Z,2,0,"CloudGuard CLI — standalone Cloudflare domain security management tool (audit  harden  sync  DNS  zones  pages)"
github:hyperpolymath,cloudflare-dns-terraform,HCL,"HCL Shell JavaScript Nickel Zig Scheme Just",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:33:24Z,2,0,"Terraform-managed DNS and security configuration for a personal multi-site infrastructure (24 domains)."
github:hyperpolymath,cloudguard-server,Just,"Dockerfile Shell Scheme Nickel Just Zig Idris Rust CUE",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09T08:33:20Z,2,0,"CloudGuard Server — REST + WebSocket API for Cloudflare domain security management"
github:hyperpolymath,blocky-writer,Rust,"HTML Rust Shell ReScript JavaScript Dockerfile Scheme Just",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-09T08:32:09Z,2,0,"Mozilla Firefox extension for block-based PDF form filling — ReScript UI with Rust-WASM core for block detection."
github:hyperpolymath,bitfuckit,Just,"Dockerfile Shell Just Nickel Scheme Idris Zig Agda Rocq Prover Lean TLA",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:31:58Z,1,0,""
github:hyperpolymath,aerie,Zig,"Scheme Shell Nickel Zig Just Idris Dockerfile CSS Julia HTML CUE Rust JavaScript C Makefile",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:31:47Z,2,0,"Cyber-focused network diagnostic suite — zero-telemetry speedtest  BGP path visibility  jitter persistence  hardened SOC-grade access (dual-use)."
github:hyperpolymath,a2ml-pre-commit,Just,"Dockerfile Shell Scheme Nickel Just Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:31:11Z,2,0,"Pre-commit hook for A2ML manifest validation"
github:hyperpolymath,k9-deno,Just,"Dockerfile Shell Scheme Nickel Just TypeScript ReScript Zig",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:30:50Z,2,0,"Deno-native parser library for K9 (Self-Validating Components)  written in ReScript"
github:hyperpolymath,intsoc-transactor,Rust,"Dockerfile Shell Scheme Nickel Just Rust Zig HTML ReScript C Haskell Idris",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:27:23Z,2,0,"Internet Society document transactor — check  fix  and submit documents across IETF  IRTF  IAB  Independent Stream  IANA  and RFC Editor"
github:hyperpolymath,i-human,Just,"Dockerfile Shell Scheme Nickel Just Zig Idris",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:26:59Z,2,0,"I  Human (Project Veracity) — Digital trust and CAPTCHA risk audit tool"
github:hyperpolymath,idaptik-archive,JavaScript,"Shell JavaScript HTML Dockerfile Just CSS Elixir Makefile Rust Idris Zig C Julia TeX Scheme Nickel CUE OCaml TypeScript Ada",ARCHIVED,NONE,2026-07-09T08:26:45Z,2,0,"Asymmetric camera multiplayer game system (Elixir + Rust)"
github:hyperpolymath,gv-clade-index,JavaScript,"Dockerfile Shell Scheme Nickel Just JavaScript VCL",MIGRATE,NONE,2026-07-09T08:26:13Z,2,0,"Taxonomy registry mapping repos and manifests to clade groupings (VeriSimDB-backed)."
github:hyperpolymath,fireflag,Idris,"Just Shell Scheme Nickel Idris Dockerfile JavaScript HTML CSS Tree-sitter Query",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09T08:26:07Z,2,0,"Feature flag management with fire-and-forget semantics"
github:hyperpolymath,hyperpolymath-sovereign-registry,Shell,"Scheme Shell Just",DONE,NONE,2026-07-09T08:23:50Z,1,0,"Self-hosted registry for personal-ecosystem coordination across repos  manifests  and clade identities."
github:hyperpolymath,hyperpolymath.github.io,HTML,"HTML Shell Scheme Just Nickel",DONE,NONE,2026-07-09T08:23:43Z,2,0,"Personal portfolio and project index — GitHub Pages site."
github:hyperpolymath,homebrew-tap,Shell,"Ruby Scheme Shell Just",MIGRATE,NONE,2026-07-09T08:23:30Z,2,0,"Homebrew tap exposing personal development tools and language runtimes via `brew install`."
github:hyperpolymath,panll,Rust,"HTML Rust CSS JavaScript Shell Scheme Elixir Dockerfile TypeScript Nickel Just Zig Nix Idris CUE",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-09T08:21:42Z,2,0,"PanLL eNSAID - Environment for NeSy-Agentic Integrated Development"
github:hyperpolymath,palimpsest-license,HTML,"Just Rust Scheme Shell Elixir Dockerfile Haskell CSS HTML Nickel Mermaid PHP Ruby OCaml Dune TeX SCSS Julia JavaScript ReScript",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-09T08:21:36Z,2,0,"Palimpsest Licence — ethical open-source license built on MPL-2.0  with provisions for human/algorithm coauthorship."
github:hyperpolymath,k9_gleam,Gleam,"Gleam Scheme Shell Just",DONE,NONE,2026-07-09T08:19:31Z,2,0,"K9 (Self-Validating Components) parser and renderer for Gleam"
github:hyperpolymath,nextgen-typing,Just,"Dockerfile Shell Scheme Nickel Just Agda",DONE,NONE,2026-07-09T08:19:04Z,2,0,"Coordination monorepo for the Hyperpolymath type-theory pipeline — Kategoria/Katagoria  TypeLL  typed-Wasm  PanLL  and minimal calibration calculi such as TypeFix Zero."
github:hyperpolymath,nesy-solver,Shell,"Dockerfile Shell Scheme Nickel Just HTML JavaScript CSS Idris Zig ReScript",MIGRATE,DENO_NOT_BUN,2026-07-09T08:18:53Z,2,0,"Live proof playground for neurosymbolic theorem provers at nesy-solver.dev"
github:hyperpolymath,nafa-app,TypeScript,"Dockerfile Just ReScript SaltStack Nushell Shell JavaScript Nickel Scheme TypeScript",MIGRATE,DENO_NOT_BUN,2026-07-09T08:18:39Z,2,0,"Experiment in ambient computing as lived experience — exploring systems that make life feel calmer rather than louder."
github:hyperpolymath,llm-grace,Shell,"Dockerfile Shell Nickel Just Scheme Idris Zig Agda Rocq Prover Lean TLA",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:18:33Z,2,0,"Graceful degradation for concurrent LLM/agent terminals: cheap /proc-signature load-shedding  a shared crash-safe ledger  and legible post-mortems. Fail legibly  not catastrophically."
github:hyperpolymath,lcb-website,PHP,"Dockerfile PHP Scheme Just VCL CSS JavaScript HTML Shell HCL Nickel Julia TypeScript",MIGRATE,DENO_NOT_BUN,2026-07-09T08:18:21Z,1,0,"LCB website"
github:hyperpolymath,krl,Just,"Dockerfile Shell Scheme Nickel Just Idris Zig Agda TLA KRL HTML",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:18:06Z,2,0,"KRL (Knot Resolution Language  pronounced 'curl') — standalone DSL for knot/tangle construction  transformation  resolution  and retrieval"
github:hyperpolymath,kitchenspeak,Just,"Dockerfile Shell Nickel Just Scheme Idris Zig Agda Rocq Prover Lean TLA Makefile OCaml Dune",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:17:50Z,2,0,"Future kitchen orchestration language for IoT and IIoT"
github:hyperpolymath,kaldor-iiot,JavaScript,"Just Dockerfile JavaScript PLpgSQL HTML Shell Julia Zig C C++ Scheme Idris",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA VITE_DEBATE,2026-07-09T08:17:44Z,3,0,"Decentralizing textile manufacturing through hyperlocal maker networks"
github:hyperpolymath,kategoria,Just,"Dockerfile Shell Scheme Nickel Just Idris Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:17:37Z,2,0,"The Type Safety Challenge — five PL development approaches to building a language with every known level of type safety. Named after Aristotle's Κατηγορίαι."
github:hyperpolymath,k9-pre-commit,Just,"Dockerfile Shell Scheme Nickel Just Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:17:25Z,2,0,"Pre-commit hook for K9 configuration validation"
github:hyperpolymath,k9-haskell,Just,"Dockerfile Shell Scheme Nickel Just Haskell Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:10:32Z,2,0,"Haskell library for parsing and rendering K9 (Self-Validating Components) — Hackage-ready"
github:hyperpolymath,pandoc-a2ml,Lua,"Dockerfile Shell Scheme Nickel Just Lua HTML Zig",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:09:38Z,2,0,"Pandoc custom reader  writer  filter  and template for A2ML (Attested Markup Language)"
github:hyperpolymath,pandoc-k9,Lua,"Dockerfile Shell Scheme Nickel Just Makefile Lua HTML Zig",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:09:24Z,2,0,"Pandoc custom reader  writer  filter  and template for K9 (Self-Validating Components)"
github:hyperpolymath,panoply,Just,"Dockerfile Shell Just Nickel Scheme Idris Zig Agda Rocq Prover Lean TLA",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09T08:09:11Z,1,0,"envelope-first language discipline"
github:hyperpolymath,poly-observability-mcp,JavaScript,"Scheme Dockerfile Nickel Haskell JavaScript Just",MIGRATE,DENO_NOT_BUN,2026-07-09T08:08:42Z,1,0,"Polyglot observability MCP server — unified observability across multiple languages and runtimes"
